Age,Income,Family,CCAvg,Mortgage,Online,CreditCard,Education,Loan
50,35,3,1.7,0,YES,1,Grad,0
34,71,4,1.3,0,YES,0,Undergrad,0
43,31,3,0.5,0,NO,0,Undergrad,0
62,43,4,1.2,0,YES,0,Grad,0
61,24,1,1.5,87,NO,0,Grad,0
45,58,2,0.4,0,NO,1,Professional,0
42,115,2,0.4,0,YES,0,Undergrad,0
39,168,2,8,152,NO,0,Undergrad,0
29,128,1,1.5,0,YES,1,Undergrad,0
45,138,1,7,0,NO,1,Undergrad,0
58,81,3,1.7,0,YES,1,Grad,0
29,41,4,1.3,0,YES,0,Professional,0
32,123,2,2.9,0,YES,0,Grad,1
37,71,2,2.7,94,YES,0,Undergrad,0
48,8,1,0.4,0,NO,1,Professional,0
40,42,2,0.7,101,YES,0,Undergrad,0
29,62,2,2.5,184,YES,0,Undergrad,0
36,22,4,1,91,YES,0,Undergrad,0
35,38,4,1,0,YES,0,Grad,0
35,24,4,0.4,0,NO,0,Grad,0
62,50,3,2.4,0,YES,0,Undergrad,0
26,190,4,1.3,197,YES,0,Grad,1
32,94,2,3.1,0,YES,0,Undergrad,0
63,165,4,5.1,0,NO,0,Professional,1
38,43,4,1.2,0,NO,1,Grad,0
50,48,1,1.6,0,NO,1,Grad,0
46,52,3,2.7,228,NO,1,Grad,0
50,84,4,4.9,0,YES,0,Undergrad,0
61,131,1,0.9,0,YES,0,Undergrad,0
34,44,4,0.2,0,NO,0,Undergrad,0
27,78,4,0.2,87,NO,0,Undergrad,0
61,15,4,0.4,0,NO,0,Grad,0
45,38,4,1.9,144,YES,1,Professional,0
50,84,1,1.3,0,YES,0,Professional,0
44,122,1,0.3,0,YES,0,Undergrad,0
62,98,2,2.8,0,NO,0,Undergrad,0
45,80,3,2.67,0,NO,0,Grad,0
41,165,2,8,0,YES,0,Undergrad,0
30,121,2,3.3,0,NO,1,Undergrad,0
61,20,3,0.4,94,NO,0,Grad,0
45,11,1,0.2,91,NO,0,Undergrad,0
59,45,1,1.8,0,YES,0,Professional,0
30,118,2,2.8,0,NO,0,Grad,1
60,14,2,0.3,109,YES,1,Undergrad,0
39,30,3,0.2,0,NO,0,Grad,0
56,45,1,0.2,98,NO,0,Undergrad,0
56,80,3,2.67,0,YES,0,Undergrad,0
27,25,4,0.3,0,YES,1,Grad,0
66,144,1,2.5,0,YES,1,Undergrad,0
43,84,4,0.2,297,YES,0,Professional,0
53,22,2,0.4,0,YES,0,Undergrad,0
44,33,3,1.5,0,YES,1,Undergrad,0
54,60,4,2.6,0,NO,0,Professional,0
31,81,4,2.2,116,YES,0,Grad,0
38,169,1,6.8,0,YES,1,Professional,1
28,63,2,1.6,0,YES,0,Professional,0
51,12,2,0.7,109,YES,1,Professional,0
52,15,4,0.8,101,NO,0,Undergrad,0
64,39,1,0.5,0,YES,1,Professional,0
29,44,4,2,0,YES,0,Grad,0
34,110,1,4,0,YES,0,Undergrad,0
33,130,3,6.3,99,NO,1,Grad,1
46,41,1,1.4,128,YES,0,Professional,0
48,59,1,1.4,241,YES,0,Professional,0
52,39,2,0.8,0,YES,0,Undergrad,0
44,35,4,0,0,YES,0,Grad,0
51,80,1,2.6,0,YES,1,Grad,0
47,81,1,2.67,0,YES,0,Grad,0
39,31,2,0.8,0,NO,0,Professional,0
42,93,4,1.9,0,NO,0,Professional,0
57,45,4,1.5,204,YES,0,Undergrad,0
36,40,2,0.6,0,YES,1,Professional,0
27,80,2,1.6,185,YES,1,Professional,0
31,20,1,0.4,0,YES,0,Professional,0
63,41,1,0.5,0,NO,1,Professional,0
34,31,1,0.3,104,YES,1,Undergrad,0
52,35,4,0.2,0,YES,0,Grad,0
57,40,3,1.4,137,YES,1,Professional,0
63,84,1,1.8,0,NO,0,Professional,0
26,53,2,1.6,0,YES,0,Professional,0
35,85,4,4,0,YES,0,Professional,0
58,138,2,3.9,0,YES,0,Undergrad,0
32,71,2,1.75,108,NO,0,Professional,0
64,113,1,0.8,0,NO,1,Professional,0
50,23,2,1,0,NO,0,Grad,0
34,62,3,2.3,0,NO,0,Undergrad,0
36,14,4,0.2,100,YES,1,Professional,0
43,60,2,2.2,0,NO,1,Professional,0
28,94,3,0.8,236,YES,0,Undergrad,0
64,83,3,1.8,0,YES,0,Grad,0
60,130,3,6.3,437,YES,1,Professional,1
62,61,4,1.7,0,NO,0,Undergrad,0
27,92,2,3.1,178,YES,0,Undergrad,0
42,20,2,0.8,117,YES,1,Professional,0
45,194,2,8.8,428,NO,0,Undergrad,0
36,74,1,2.5,0,NO,1,Undergrad,0
48,84,2,0.4,145,NO,0,Professional,0
65,98,3,1.8,333,NO,0,Grad,0
39,52,3,2.33,0,YES,0,Undergrad,0
51,55,1,1.3,236,NO,1,Grad,0
30,64,4,3.4,117,NO,0,Undergrad,0
65,128,1,2.5,162,YES,0,Undergrad,0
38,113,4,1.7,0,NO,1,Grad,1
29,50,3,1.1,0,NO,1,Grad,0
42,54,4,2.2,0,NO,0,Grad,0
63,129,1,0.9,366,YES,0,Undergrad,0
46,82,4,0.4,0,NO,0,Undergrad,0
62,100,4,1.7,0,YES,0,Grad,0
58,44,4,2.2,0,NO,0,Undergrad,0
56,164,4,0.5,234,YES,1,Grad,1
56,81,2,3.7,121,YES,1,Undergrad,0
34,71,1,0.1,257,YES,1,Undergrad,0
42,28,1,0.5,90,NO,0,Professional,0
30,80,3,1.5,219,YES,0,Undergrad,0
61,90,4,1.9,0,YES,0,Grad,0
38,74,1,3.6,0,YES,1,Grad,0
50,14,2,0.7,0,YES,0,Professional,0
61,23,2,0.5,103,YES,0,Grad,0
41,153,1,1.7,337,NO,1,Undergrad,0
42,38,3,0.9,0,NO,0,Professional,0
29,112,2,2,382,NO,0,Grad,0
51,145,1,8.1,397,NO,1,Undergrad,0
32,28,2,0.3,88,YES,0,Grad,0
34,31,4,1.1,0,YES,1,Professional,0
26,195,1,6.33,0,YES,1,Undergrad,0
54,50,3,2,0,YES,1,Professional,0
38,71,4,2,0,NO,0,Professional,0
62,21,3,0.3,0,NO,0,Professional,0
37,35,2,0.8,125,NO,0,Professional,0
46,42,1,2.4,0,YES,1,Undergrad,0
52,78,4,3.6,141,YES,0,Professional,0
32,73,4,2.2,0,NO,0,Grad,0
49,53,2,1,181,NO,0,Professional,0
28,51,2,1.6,123,NO,0,Professional,0
55,40,2,2.3,0,YES,0,Professional,0
52,178,1,1,0,NO,0,Undergrad,0
32,35,2,0.3,0,NO,1,Undergrad,0
31,192,1,0,0,YES,0,Grad,1
27,123,1,5.4,0,NO,0,Undergrad,0
32,48,2,1.67,0,YES,1,Grad,0
52,45,3,0.6,0,NO,0,Grad,0
52,15,1,0.2,0,YES,0,Undergrad,0
50,79,1,0.3,120,YES,0,Undergrad,0
32,63,4,2,0,YES,0,Grad,0
61,30,2,0.2,0,YES,0,Professional,0
60,145,4,6.9,380,NO,1,Undergrad,1
28,32,3,1,0,NO,0,Grad,0
34,64,2,0.1,224,YES,1,Undergrad,0
31,84,1,0.1,0,YES,0,Undergrad,0
31,21,1,0.4,0,YES,0,Grad,0
62,99,4,1.7,0,YES,0,Grad,0
47,35,2,1.3,0,YES,0,Undergrad,0
50,180,1,1.7,0,YES,1,Undergrad,0
36,42,1,1.33,0,YES,0,Undergrad,0
26,179,4,2.1,0,NO,0,Grad,1
51,42,4,0.1,0,NO,0,Professional,0
52,180,2,9,297,YES,0,Grad,1
35,82,4,3.4,0,NO,0,Undergrad,0
42,55,2,0.7,149,NO,0,Undergrad,0
36,79,2,2.2,0,YES,0,Undergrad,0
41,48,2,0.6,215,NO,1,Professional,0
49,93,1,2.7,0,YES,0,Undergrad,0
57,23,2,0.2,0,NO,0,Professional,0
44,50,3,2.33,200,NO,0,Undergrad,0
60,85,2,2,0,YES,0,Undergrad,0
38,35,1,1.5,97,YES,0,Grad,0
26,171,3,6,0,YES,0,Grad,1
29,29,4,1.5,0,NO,1,Grad,0
59,84,1,1.8,0,YES,1,Professional,0
51,20,4,0.5,0,YES,0,Grad,0
50,14,1,0.4,0,YES,1,Professional,0
35,179,1,8.6,357,NO,0,Undergrad,0
61,48,1,0.8,158,YES,0,Undergrad,0
42,74,1,2.8,0,YES,0,Undergrad,0
55,53,1,1.4,0,NO,0,Undergrad,0
50,83,1,2.8,0,YES,1,Grad,0
64,171,2,2.1,433,NO,0,Undergrad,0
54,85,4,4.9,0,YES,0,Undergrad,0
50,38,4,0.9,0,YES,0,Grad,0
31,85,3,1.6,157,YES,1,Undergrad,0
32,79,1,0.1,0,NO,0,Undergrad,0
44,69,4,0.4,0,NO,0,Undergrad,0
60,43,3,0.9,0,YES,1,Professional,0
60,33,2,0.3,101,YES,0,Undergrad,0
62,42,3,0.1,149,NO,1,Professional,0
46,40,4,1.9,122,YES,0,Professional,0
57,43,1,1.8,0,NO,0,Professional,0
30,20,4,0.5,117,NO,0,Professional,0
58,65,3,2.5,222,YES,0,Undergrad,0
39,139,3,3.4,483,YES,0,Undergrad,1
60,135,3,0.3,0,YES,0,Professional,1
59,84,3,1.6,0,YES,0,Professional,0
50,179,1,2.9,0,NO,1,Professional,1
63,45,4,1.3,86,NO,0,Grad,0
27,109,2,2.5,0,YES,0,Undergrad,0
54,34,4,0.1,0,YES,0,Professional,0
62,162,1,1.3,0,YES,0,Undergrad,0
60,105,2,1.4,0,YES,0,Undergrad,0
38,22,3,0.2,0,YES,0,Grad,0
34,82,2,1.8,178,YES,1,Undergrad,0
65,105,4,1.7,230,YES,0,Grad,0
55,62,1,1.8,0,YES,0,Professional,0
57,82,2,2,83,NO,1,Undergrad,0
27,72,4,0,0,YES,0,Undergrad,0
35,38,4,1.7,0,YES,1,Undergrad,0
52,25,4,1,0,NO,0,Undergrad,0
45,20,1,0.75,0,YES,0,Professional,0
29,80,4,1.8,0,YES,1,Grad,0
44,84,3,1.1,0,NO,0,Undergrad,0
47,33,1,1,0,YES,1,Undergrad,0
62,55,3,0.9,0,YES,0,Professional,0
52,33,2,0.7,0,NO,1,Grad,0
47,190,4,0.3,305,NO,0,Professional,1
42,43,1,0.3,158,NO,0,Professional,0
65,45,3,0.1,0,YES,0,Professional,0
42,141,1,3.5,0,NO,0,Undergrad,0
40,69,4,2.4,0,YES,0,Undergrad,0
32,78,4,0.1,0,YES,0,Grad,0
40,84,1,3.7,0,YES,0,Professional,0
55,172,1,5.2,0,NO,0,Grad,1
32,51,4,0.2,154,NO,1,Undergrad,0
58,75,1,1.4,0,YES,0,Professional,0
46,183,1,3.1,0,YES,1,Grad,1
53,20,4,0.4,0,YES,1,Professional,0
63,101,2,3.9,294,YES,0,Professional,1
40,129,1,5.9,0,YES,0,Professional,1
41,63,2,3.2,0,NO,0,Undergrad,0
60,44,4,2.1,0,NO,0,Undergrad,0
65,184,1,5.4,176,YES,1,Professional,1
59,100,2,2,127,NO,0,Undergrad,0
48,12,3,0.4,0,NO,0,Undergrad,0
59,68,2,2.3,128,YES,0,Professional,0
33,48,1,1,212,YES,0,Undergrad,0
40,82,2,0.4,0,NO,0,Undergrad,0
42,52,2,2.5,0,NO,0,Undergrad,0
65,154,2,4.6,0,YES,1,Grad,1
30,39,1,1.5,0,NO,1,Undergrad,0
30,40,1,0.3,0,YES,1,Undergrad,0
42,54,4,1.9,164,NO,0,Professional,0
32,32,2,1,103,YES,1,Grad,0
55,64,2,2.3,0,NO,0,Professional,0
29,92,2,1.3,287,YES,0,Undergrad,0
64,40,1,2.5,94,YES,1,Professional,0
37,60,3,0.5,0,YES,0,Professional,0
31,85,2,1.3,119,YES,1,Undergrad,0
25,21,4,0.4,90,YES,0,Undergrad,0
31,35,1,0.6,171,NO,0,Professional,0
32,52,2,0.1,0,YES,0,Undergrad,0
58,128,1,7.4,0,NO,0,Undergrad,0
26,195,1,6.33,0,NO,0,Undergrad,0
51,68,2,1.5,117,NO,1,Grad,0
65,55,2,1.1,0,NO,0,Undergrad,0
43,55,1,0.2,0,YES,0,Undergrad,0
46,80,4,0.4,0,YES,1,Undergrad,0
28,123,1,0.8,146,NO,0,Undergrad,0
63,90,4,1.9,106,YES,0,Grad,0
59,61,1,1.4,0,NO,0,Professional,0
42,41,3,2.5,0,YES,0,Grad,0
58,43,2,1.6,0,YES,0,Professional,0
39,71,3,0.1,162,YES,0,Undergrad,0
36,25,4,1,0,YES,0,Undergrad,0
60,154,1,3,0,YES,0,Grad,1
47,141,1,2.4,0,NO,0,Undergrad,0
29,22,2,0.9,110,NO,0,Professional,0
52,145,2,6.8,0,YES,0,Undergrad,0
41,49,3,0.5,0,YES,0,Professional,0
63,109,1,2,0,YES,0,Undergrad,0
59,80,3,0.5,0,YES,1,Undergrad,0
44,82,4,1.4,201,YES,1,Grad,0
54,52,4,2.5,0,YES,0,Undergrad,0
29,85,3,2.5,0,YES,1,Undergrad,0
51,148,1,1,0,NO,0,Undergrad,0
63,160,2,2.1,0,NO,1,Undergrad,0
36,39,4,1.7,0,YES,0,Undergrad,0
42,25,2,0.8,0,NO,1,Professional,0
51,33,1,1.4,0,YES,1,Professional,0
47,38,3,2.5,0,NO,0,Grad,0
40,85,4,0.2,0,YES,1,Professional,0
54,48,1,0.2,0,YES,0,Undergrad,0
47,15,4,0.6,77,YES,0,Professional,0
35,94,1,0,174,YES,0,Undergrad,0
28,120,2,0.6,0,YES,0,Undergrad,0
45,60,1,0.7,159,YES,0,Professional,0
33,145,2,4.33,277,NO,1,Undergrad,0
62,29,2,0.7,0,NO,0,Professional,0
45,78,3,2.67,0,YES,0,Grad,0
59,59,4,1.2,0,YES,0,Grad,0
58,80,2,4.5,0,NO,1,Professional,0
52,180,1,1,0,YES,1,Undergrad,0
34,8,3,0.1,83,YES,0,Grad,0
65,23,1,1.5,0,YES,0,Professional,0
48,79,2,3.8,0,YES,0,Professional,0
44,78,2,3.8,268,NO,0,Professional,0
61,64,1,0,0,NO,1,Grad,0
40,64,4,0.2,0,YES,1,Professional,0
65,160,4,3.8,237,YES,0,Undergrad,1
28,43,1,1,102,NO,0,Professional,0
67,32,1,1.1,0,NO,1,Professional,0
35,179,2,0,76,YES,0,Undergrad,0
60,8,1,0.1,0,YES,0,Undergrad,0
58,63,1,1.6,0,YES,0,Undergrad,0
55,40,2,2.3,0,YES,0,Professional,0
34,99,4,2.2,155,YES,0,Grad,0
35,141,2,4.5,0,NO,0,Grad,1
28,159,1,1.5,0,YES,1,Undergrad,0
38,39,2,0.3,174,YES,0,Undergrad,0
62,99,4,1.7,0,NO,0,Grad,0
30,18,4,0.3,0,YES,1,Grad,0
38,38,2,0.3,0,YES,1,Undergrad,0
33,133,1,0,0,YES,0,Undergrad,0
58,84,2,2.8,0,YES,1,Undergrad,0
59,60,1,0,0,YES,1,Grad,0
52,178,3,5.4,147,YES,0,Professional,1
36,18,1,0.5,0,NO,1,Professional,0
45,73,1,0.8,0,YES,0,Professional,0
49,125,1,7.3,0,NO,0,Undergrad,0
52,91,1,4.3,0,YES,1,Grad,1
54,74,2,1.1,0,YES,0,Undergrad,0
30,35,2,0.3,0,NO,1,Grad,0
65,113,1,2,0,YES,1,Undergrad,0
34,52,4,2.2,0,NO,0,Grad,0
30,191,2,4.4,0,YES,0,Grad,1
51,18,1,0.3,93,NO,1,Professional,0
52,25,2,0,0,YES,1,Undergrad,0
43,50,4,1.9,0,NO,0,Professional,0
35,75,4,0.7,0,YES,1,Professional,0
56,92,2,4.5,0,NO,1,Professional,0
57,33,2,2,0,YES,0,Grad,0
58,65,3,2.2,0,NO,0,Professional,0
53,44,3,1.7,0,NO,0,Undergrad,0
45,183,2,1.4,354,NO,0,Undergrad,0
44,175,2,1.4,0,YES,1,Undergrad,0
54,28,4,1.5,0,YES,1,Professional,0
41,49,4,2.2,0,NO,0,Grad,0
52,45,4,1.8,0,YES,0,Undergrad,0
43,64,4,3,221,YES,0,Professional,1
63,22,3,0.1,90,YES,0,Professional,0
54,120,1,7.4,119,YES,1,Undergrad,0
33,175,2,6.7,102,YES,0,Undergrad,0
25,101,4,2.3,256,NO,1,Professional,0
41,104,1,1,0,YES,0,Professional,0
40,155,4,0.1,0,YES,1,Professional,1
43,58,1,2.4,0,NO,0,Undergrad,0
36,80,4,2.2,0,YES,0,Grad,0
57,45,1,1.8,195,NO,0,Professional,0
34,134,1,4.6,164,YES,0,Undergrad,0
38,58,4,2,153,NO,0,Professional,0
47,20,1,0.2,0,YES,1,Undergrad,0
39,25,4,1.5,0,YES,0,Professional,0
45,55,1,0.3,0,YES,1,Undergrad,0
62,155,1,1.3,0,NO,0,Undergrad,0
59,30,1,1.3,0,YES,1,Undergrad,0
61,39,4,0.4,0,YES,1,Undergrad,0
36,73,4,2,188,YES,0,Professional,0
58,41,4,1.3,0,YES,0,Undergrad,0
55,34,4,0.1,157,YES,0,Professional,0
29,21,3,0.9,119,NO,0,Professional,0
34,11,4,0.3,0,YES,1,Undergrad,0
61,154,2,6.9,0,NO,0,Undergrad,0
50,19,4,0.4,0,NO,0,Professional,0
52,101,2,2.4,0,YES,0,Grad,0
39,24,1,1,116,YES,1,Undergrad,0
55,131,2,2.7,0,NO,0,Undergrad,0
33,105,1,4,0,YES,0,Undergrad,0
47,52,1,1.2,194,NO,0,Grad,0
57,21,4,0.9,113,NO,0,Grad,0
57,45,3,1.4,198,YES,0,Undergrad,0
40,39,1,2,0,YES,0,Undergrad,0
50,192,2,2.8,238,NO,1,Undergrad,0
29,195,1,4.3,0,NO,0,Undergrad,0
46,83,3,0.7,0,NO,0,Undergrad,0
42,34,3,1,0,YES,0,Grad,0
59,49,4,1.7,104,YES,0,Grad,0
31,60,4,4,244,NO,0,Professional,0
51,41,4,1.8,0,NO,0,Undergrad,0
35,72,3,2.3,285,NO,0,Undergrad,0
59,102,4,3,115,YES,0,Grad,1
35,31,3,1.3,0,NO,0,Undergrad,0
46,73,1,1.5,128,YES,0,Grad,0
34,89,1,0,0,YES,0,Undergrad,0
55,19,4,0.7,121,NO,1,Professional,0
64,63,4,1.2,0,YES,0,Grad,0
34,104,3,1.2,0,YES,0,Professional,0
61,40,1,0.8,128,YES,0,Grad,0
63,92,2,0,0,YES,0,Professional,0
59,72,2,0.7,226,NO,0,Grad,0
51,44,3,1.9,141,NO,0,Grad,0
41,114,4,3.5,0,NO,1,Undergrad,1
37,73,4,2.4,0,NO,0,Undergrad,0
64,63,4,1.2,0,NO,1,Grad,0
44,69,1,0.8,184,YES,1,Professional,0
62,42,3,1.5,0,YES,0,Undergrad,0
50,88,1,2.7,0,YES,0,Undergrad,0
43,98,2,0.4,0,YES,0,Undergrad,0
34,65,1,3,227,YES,0,Undergrad,1
38,12,2,0.3,104,YES,0,Grad,0
29,122,4,3,0,NO,1,Undergrad,1
39,12,2,0,0,NO,0,Professional,0
53,24,2,0.2,0,NO,1,Undergrad,0
43,170,4,4.25,318,YES,1,Undergrad,1
61,184,4,2.3,342,YES,1,Grad,1
46,25,4,0.6,125,NO,0,Professional,0
57,131,2,2.7,0,NO,0,Undergrad,0
59,50,2,2.3,0,NO,1,Professional,0
52,21,2,0.4,0,YES,0,Undergrad,0
29,55,3,1.1,0,YES,0,Grad,0
57,124,1,0.2,0,YES,0,Grad,1
49,58,4,2.6,188,NO,0,Undergrad,0
39,72,2,2.8,0,YES,0,Undergrad,0
56,192,1,7,0,YES,0,Professional,1
63,83,3,1.8,0,YES,0,Grad,0
37,93,1,2.8,0,YES,0,Undergrad,0
56,38,3,1,110,YES,0,Professional,0
45,55,4,1.9,164,NO,0,Professional,0
66,11,3,0.1,0,NO,1,Professional,0
40,85,2,0.4,0,NO,0,Undergrad,0
50,124,1,4.9,266,YES,0,Undergrad,0
60,129,2,6,0,YES,0,Undergrad,0
31,180,1,4.3,0,NO,0,Undergrad,0
40,74,4,1.4,0,YES,0,Grad,0
36,138,1,7,86,YES,0,Professional,1
55,111,2,3.6,0,NO,1,Professional,1
54,83,3,0.8,0,YES,0,Undergrad,0
35,33,4,1.7,87,YES,0,Undergrad,0
55,21,4,0.7,0,NO,0,Professional,0
36,35,2,0.3,98,YES,0,Undergrad,0
66,105,1,0.8,0,YES,1,Professional,0
38,103,1,0.8,0,NO,1,Grad,0
58,75,2,2.3,0,NO,0,Professional,0
41,33,1,0.7,104,NO,0,Undergrad,0
60,52,4,1.7,0,YES,0,Grad,0
47,89,1,2.6,0,YES,1,Grad,0
62,63,1,2.5,0,NO,0,Professional,0
48,84,4,3.1,0,YES,0,Grad,1
61,44,4,2.1,0,NO,0,Undergrad,0
29,29,3,1,0,YES,1,Undergrad,0
45,29,1,0.3,0,YES,0,Professional,0
39,22,2,0.3,0,YES,0,Grad,0
31,53,4,2.2,114,YES,0,Undergrad,0
39,24,2,0.3,0,YES,0,Grad,0
63,153,1,1.3,455,NO,0,Undergrad,0
28,31,2,0.3,0,YES,0,Grad,0
56,21,2,0.7,0,YES,0,Grad,0
31,180,2,6.7,0,NO,0,Undergrad,0
46,82,3,0.7,0,YES,1,Grad,0
42,90,4,0.8,245,NO,0,Undergrad,0
53,154,4,7.4,0,NO,0,Professional,1
41,99,2,1.8,0,YES,1,Grad,0
61,153,1,2.6,0,NO,1,Grad,1
31,93,2,3.1,0,YES,0,Grad,1
62,53,1,0,0,NO,0,Grad,0
59,18,3,1.3,104,YES,1,Grad,0
49,70,1,2.9,0,NO,0,Undergrad,0
65,100,4,1.7,0,NO,1,Professional,0
30,193,3,6.3,0,YES,0,Professional,1
32,125,1,0,0,YES,1,Undergrad,0
56,68,2,0,0,YES,0,Professional,0
36,55,1,2,95,YES,0,Undergrad,0
58,152,4,3.6,0,NO,0,Professional,1
27,84,3,1.5,0,YES,1,Undergrad,0
41,13,2,0,0,YES,0,Professional,0
59,33,4,0.4,131,NO,1,Undergrad,0
56,89,4,1,90,YES,0,Grad,0
52,93,1,2.4,0,YES,0,Undergrad,0
35,68,4,1.8,0,NO,0,Professional,0
47,85,2,1.7,0,NO,1,Grad,0
29,73,1,0.8,0,YES,0,Grad,0
31,83,4,2.2,106,YES,0,Grad,0
62,158,2,6.3,0,YES,0,Professional,1
48,182,4,6,0,YES,0,Professional,1
26,24,2,0.9,123,NO,1,Professional,0
60,102,2,2,0,YES,1,Undergrad,0
35,53,3,2.8,0,NO,0,Undergrad,0
40,175,2,3.3,0,YES,0,Undergrad,0
31,28,3,1,0,YES,0,Undergrad,0
50,14,4,0.8,0,YES,0,Undergrad,0
33,139,1,4,106,YES,1,Professional,1
37,34,3,0.9,0,YES,0,Undergrad,0
38,64,1,1.5,0,NO,1,Professional,0
63,84,4,0.1,0,NO,0,Grad,0
57,42,3,0.5,0,YES,0,Grad,0
61,63,1,1.6,0,YES,0,Undergrad,0
37,100,3,1.2,341,YES,1,Professional,0
51,190,2,4.2,0,YES,0,Grad,1
44,22,1,1,91,NO,0,Undergrad,0
63,20,1,0.8,0,NO,1,Grad,0
43,21,2,1.4,0,YES,1,Grad,0
38,25,4,0.4,101,YES,0,Grad,0
34,20,4,1.1,0,YES,0,Professional,0
48,173,3,0.2,0,YES,1,Undergrad,1
29,81,2,2.5,0,NO,1,Undergrad,0
37,139,2,0.8,421,YES,0,Grad,1
60,119,2,3.9,0,YES,0,Undergrad,0
46,74,4,2.6,104,YES,0,Professional,0
34,42,1,1.5,131,NO,0,Grad,0
56,73,2,1.1,0,NO,0,Undergrad,0
57,114,4,5.2,0,YES,0,Undergrad,1
62,44,2,1,0,NO,0,Professional,0
32,141,2,4.33,0,NO,0,Undergrad,0
51,14,2,0,103,YES,0,Undergrad,0
55,33,2,0.4,0,NO,0,Professional,0
60,83,2,2,249,NO,0,Undergrad,0
40,89,4,0.8,155,YES,0,Undergrad,0
62,39,4,2.2,0,YES,0,Undergrad,0
63,83,3,2,0,YES,1,Professional,0
60,108,2,2,359,YES,0,Undergrad,0
59,21,3,1.3,0,YES,1,Grad,0
26,102,1,1.9,0,NO,0,Undergrad,0
56,48,1,1.6,0,NO,1,Professional,0
58,32,3,1.4,0,YES,0,Undergrad,0
57,43,1,0.2,0,NO,0,Undergrad,0
48,35,4,0.4,118,NO,0,Grad,0
30,184,1,6,0,YES,0,Undergrad,0
45,140,2,7.6,132,NO,0,Undergrad,0
64,32,3,0.7,0,YES,1,Grad,0
44,149,1,1.7,0,YES,0,Undergrad,0
51,15,4,0.6,0,NO,1,Professional,0
43,71,3,2.33,0,NO,0,Grad,0
29,108,4,1.8,0,NO,0,Grad,0
56,122,2,0.5,0,NO,1,Undergrad,0
65,40,3,0.1,0,YES,0,Professional,0
46,198,2,6.67,0,NO,1,Undergrad,0
48,79,4,1.4,0,NO,1,Grad,0
56,84,1,0.1,0,YES,0,Professional,0
61,31,3,0.4,0,NO,1,Grad,0
46,12,4,0.6,0,NO,1,Professional,0
58,88,2,1.6,0,YES,1,Undergrad,0
31,29,2,0.3,131,YES,1,Grad,0
27,201,1,6.33,158,YES,0,Undergrad,0
44,20,1,1.4,0,NO,0,Professional,0
44,15,1,1,0,YES,0,Undergrad,0
51,155,2,0.4,107,NO,1,Undergrad,0
39,25,3,0.2,0,YES,0,Grad,0
32,200,2,6.5,565,YES,0,Undergrad,0
33,101,1,2.7,233,NO,0,Grad,0
40,19,4,0.4,0,YES,1,Grad,0
36,188,2,6.5,0,YES,1,Undergrad,0
52,8,1,0.3,0,YES,0,Undergrad,0
54,59,2,2.3,152,YES,0,Professional,0
26,72,4,2.6,0,YES,0,Undergrad,0
39,55,1,1.5,0,YES,0,Professional,0
46,24,3,0.67,0,YES,0,Grad,0
57,19,1,1.3,0,YES,0,Undergrad,0
59,71,2,2.3,150,YES,1,Professional,0
52,54,2,1.5,0,NO,1,Grad,0
52,28,1,0.3,0,YES,0,Professional,0
50,25,4,0.4,0,YES,0,Professional,0
41,51,2,0.6,0,NO,1,Professional,0
43,125,3,2.4,0,YES,0,Undergrad,1
25,88,2,1.8,319,YES,1,Grad,0
40,125,2,2.2,0,YES,0,Undergrad,0
35,79,4,2.1,182,YES,0,Professional,0
60,31,3,0.4,0,YES,1,Grad,0
57,131,2,2.7,394,NO,1,Undergrad,0
44,70,1,0.2,230,NO,0,Grad,0
61,38,3,0.9,82,YES,1,Professional,0
33,83,1,2.5,0,YES,1,Undergrad,0
45,59,1,2.4,0,YES,0,Undergrad,0
45,121,1,4.7,0,NO,0,Undergrad,0
64,42,2,0.7,137,YES,0,Professional,0
50,32,4,1.8,109,YES,0,Undergrad,0
28,29,4,0.8,135,YES,0,Undergrad,0
37,40,2,1.1,0,NO,1,Grad,0
62,25,3,0.3,0,YES,1,Professional,0
29,21,4,0.4,89,NO,1,Grad,0
49,79,3,0.7,151,YES,0,Grad,0
46,52,2,2.1,221,NO,0,Professional,0
60,61,4,1.7,229,NO,0,Grad,0
55,25,2,0.2,0,NO,0,Undergrad,0
33,155,1,7.4,0,NO,0,Professional,1
53,25,2,0.4,0,YES,0,Undergrad,0
50,80,4,4.9,0,YES,0,Undergrad,0
28,55,4,1.7,0,YES,1,Grad,0
42,23,2,0,0,NO,0,Professional,0
33,60,1,1.2,0,YES,1,Undergrad,0
40,54,2,0.7,0,NO,0,Undergrad,0
31,44,4,0.8,0,NO,0,Undergrad,0
41,33,4,0,0,YES,0,Grad,0
52,45,2,2,121,NO,1,Grad,0
65,55,4,1.67,89,YES,1,Professional,0
48,134,1,5,0,NO,1,Undergrad,0
45,44,3,0.6,0,YES,0,Grad,0
26,149,2,7.2,154,NO,0,Undergrad,0
64,22,2,0.2,0,NO,0,Professional,0
41,74,3,2.33,0,YES,0,Grad,0
43,128,4,5.3,84,NO,0,Undergrad,1
60,62,4,2.2,0,NO,0,Undergrad,0
62,9,1,0.1,94,NO,0,Undergrad,0
46,9,2,0.7,0,YES,0,Professional,0
36,15,2,0.3,119,NO,0,Grad,0
31,28,4,0.8,0,NO,0,Undergrad,0
